title,author,binding,isbn,publisher,publication_date,categories,url,length,width,height,sales_price,stock_quantity
SILICON HEARTS,"Miyashita, Robin",Paperback,9781370000000.0,Hyperion Avenue,,"['Fiction', 'Coming of Age', 'Fiction', 'Romance', 'Fiction', 'Literary']",https://www.bookdepot.com/Store/Details/9781368081160B/silicon-hearts,9.0,5.97,0.98,2.25,25
SILVER LADY (DANGEROUS GIFTS),"Putney, Mary Jo",Hardcover,9781500000000.0,Kensington Publishing Corporation,,"['Fiction', 'Historical', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781496739216B/silver-lady-dangerous-gifts,8.57,5.76,0.95,3.75,32
"SIMPLY THE BEST (CHICAGO STARS, BK. 10)","Phillips, Susan Elizabeth",Hardcover,9780060000000.0,Avon Books,,"['Fiction', 'Contemporary', 'Fiction', 'Romance', 'Fiction', 'Humorous']",https://www.bookdepot.com/Store/Details/9780063248564B/simply-the-best-chicago-stars-bk-10,9.22,6.23,1.32,3.75,95
SIT! STAY! SPEAK!,"Noblin, Annie England",Pocket Books,9780060000000.0,William Morrow & Company,,"['Fiction', 'Contemporary', 'Fiction', 'Romance', 'Fiction', 'Family Life']",https://www.bookdepot.com/Store/Details/9780062993403B/sit-stay-speak,6.6,4.21,1.3,2.5,23
SITUATIONSHIP,"Adair, Marina",Paperback,9781500000000.0,Kensington Publishing Corporation,,"['Fiction', 'Romance', 'Fiction', 'Contemporary', 'Fiction', 'Family Life']",https://www.bookdepot.com/Store/Details/9781496727688B/situationship,8.22,5.47,0.84,3.0,41
SIX WAYS TO WRITE A LOVE LETTER,"Pearce, Jackson",Paperback,9781730000000.0,Sourcebooks,,"['Fiction', 'Romance', 'Fiction', 'Contemporary', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9781728247694B/six-ways-to-write-a-love-letter,8.25,5.47,0.98,2.75,72
SIZZLE AND BURN,"Krentz, Jayne Ann",Pocket Books,9780520000000.0,Jove Books,,"['Fiction', 'Romance', 'Fiction', 'Suspense']",https://www.bookdepot.com/Store/Details/9780515145816B/sizzle-and-burn,7.41,4.21,1.21,2.5,139
SKIP TO THE END,"James, Molly",Paperback,9781540000000.0,Forever,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781538739273B/skip-to-the-end,7.97,5.15,1.18,2.25,663
SLEEP NO MORE,"Krentz, Jayne Ann",Pocket Books,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Suspense']",https://www.bookdepot.com/Store/Details/9780593337844B/sleep-no-more,6.64,4.17,1.14,2.5,142
SLIGHTLY SINFUL,"Balogh, Mary",Pocket Books,9780440000000.0,Dell Publishing Company,,"['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780440236603B/slightly-sinful,6.75,4.23,1.07,2.25,12
"SMOKE BITTEN (A MERCY THOMPSON NOVEL, BK. 12)","Briggs, Patricia",Hardcover,9780440000000.0,Ace Books,,"['Fiction', 'Fantasy', 'Fiction', 'Action & Adventure', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780440001553B/smoke-bitten-a-mercy-thompson-novel-bk-12,9.33,6.26,1.32,1.88,537
THE SMUGGLER'S SECRET,"Francis, Lynne",Paperback,9780350000000.0,Piatkus Books,,"['Fiction', 'Sagas', 'Fiction', 'Historical', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780349433578B/the-smugglers-secret,7.75,5.0,1.0,3.0,2
SNOW ANGEL SEASON (CHRISTMAS IN ETERNITY SPRINGS/THE CHRISTMAS WISHING TREE),"March, Emily",Pocket Books,9781250000000.0,St. Martin's Publishing,,"['Fiction', 'Romance', 'Fiction', 'Holidays']",https://www.bookdepot.com/Store/Details/9781250766403B/snow-angel-season-christmas-in-eternity-sprin,6.64,4.01,1.41,2.0,30
SNOW COUNTRY,"Faulks, Sebastian",Paperback,9780390000000.0,Anchor Canada,,"['Fiction', 'Historical', 'Fiction', 'Literary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780385687355B/snow-country,8.0,5.16,1.11,3.0,3
SNOW MELTS IN SPRING,"Vogts, Deborah",Paperback,9780310000000.0,Zondervan,,"['Fiction', 'Religious', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780310292753B/snow-melts-in-spring,8.46,5.42,0.84,2.0,3
"SNOWBALL UNWRAPPED (SNOWBALL, BK. 4)","McKanagh, Kristen",Paperback,9781500000000.0,Kensington Publishing Corporation,,"['Fiction', 'Romance', 'Fiction', 'Animals', 'Fiction', 'Holidays']",https://www.bookdepot.com/Store/Details/9781496736963B/snowball-unwrapped-snowball-bk-4,8.25,5.54,0.9,3.0,38
"SNOWBOUND AT CHRISTMAS (CHRISTMAS AT COLORADO, BK. 5)","Mason, Debbie",Pocket Books,9781540000000.0,Forever,,"['Fiction', 'Holidays', 'Fiction', 'Romance', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9781538750209B/snowbound-at-christmas-christmas-at-colorado,6.75,4.15,0.95,2.0,778
SOME OF IT WAS REAL,"Fischer, Nan",Paperback,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Family Life', 'Fiction', 'Romance', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9780593438695B/some-of-it-was-real,8.17,5.48,1.1,1.25,66
"SOMEDAY MY DUKE WILL COME (ISLE OF SYNN, BK. 2)","Britton, Christina",Pocket Books,9781540000000.0,Forever,,"['Fiction', 'Romance', 'Fiction', 'Sagas', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9781538717509B/someday-my-duke-will-come-isle-of-synn-bk-2,6.97,4.79,0.96,2.25,185
SOMEONE JUST LIKE YOU,"Schorr, Meredith",Paperback,9781540000000.0,Forever,,"['Fiction', 'Romance', 'Fiction', 'Humorous']",https://www.bookdepot.com/Store/Details/9781538754801B/someone-just-like-you,7.94,5.22,1.03,3.0,88
"SOMEONE PERFECT (A WESTCOTT NOVEL, BK. 9)","Balogh, Mary",Hardcover,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780593335291B/someone-perfect-a-westcott-novel-bk-9,9.28,6.21,1.22,2.63,21
SOMEONE PERFECT (THE WESTCOTT SERIES),"Balogh, Mary",Paperback,9780590000000.0,Berkley Hardcover,,"['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780593335307B/someone-perfect-the-westcott-series,6.6,4.06,1.21,1.13,40
"SOMEONE TO CHERISH (THE WESTCOTT SERIES, BK. 8)","Balogh, Mary",Pocket Books,9781980000000.0,Jove Books,,"['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9781984802415B/someone-to-cherish-the-westcott-series-bk-8,6.71,4.15,1.25,1.75,58
"SOMEONE TO LOVE (THE WESTCOTT SERIES, BK. 1)","Balogh, Mary",Paperback,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Historical', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780593438831B/someone-to-love-the-westcott-series-bk-1,8.2,5.45,1.2,1.37,786
"SOMEONE TO ROMANCE (THE WESTCOTT SERIES, BK. 7)","Balogh, Mary",Hardcover,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780593198612B/someone-to-romance-the-westcott-series-bk-7,9.17,6.2,1.3,2.63,14
SOMEONE TO WATCH OVER ME,"McNaught, Judith",Pocket Books,9780670000000.0,Pocket Books,,"['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780671525835B/someone-to-watch-over-me,6.72,4.21,1.41,2.75,22
"THE SOMETHING BORROWED SISTERS (HARBOR COVE, BK. 3)","Jump, Shirley",Paperback,9781540000000.0,Forever,,"['Fiction', ""Women's Fiction"", 'Fiction', 'Family Life', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781538720264B/the-something-borrowed-sisters-harbor-cove-bk,8.02,5.2,0.94,3.25,4
SOMETHING FROM TIFFANY'S,"Hill, Melissa",Paperback,9781730000000.0,Sourcebooks,,"['Fiction', 'Romance', 'Fiction', 'Holidays']",https://www.bookdepot.com/Store/Details/9781728268910B/something-from-tiffanys,8.15,5.51,1.07,3.0,31
"SOMETHING OLD, SOMETHING NEW","Clipston, Amy",Paperback,9780790000000.0,Thomas Nelson,,"['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780785252962B/something-old-something-new,8.42,5.54,0.85,3.0,223
SOMETHING WILDER,"Lauren, Christina",Hardcover,9781980000000.0,Gallery Books,,"['Fiction', 'Romance', 'Fiction', 'Humorous']",https://www.bookdepot.com/Store/Details/9781982173401B/something-wilder,9.25,6.16,1.34,3.5,2
SOMETHING IN THE HEIR,"Enoch, Suzanne",Paperback,9781250000000.0,St. Martin's Griffin,,"['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9781250842527B/something-in-the-heir,8.25,5.35,1.01,3.0,711
SOMETHING TO LIVE FOR,"Roper, Richard",Paperback,9781410000000.0,Orion Publishing,,"['Fiction', 'Romance', 'Fiction', 'Literary', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9781409185611B/something-to-live-for,7.72,5.0,1.08,1.62,25
SOMEWHERE IN FRANCE,"Robson, Jennifer",Paperback,9780060000000.0,William Morrow & Company,,"['Fiction', 'War & Military', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780062273451B/somewhere-in-france,8.05,5.34,1.04,2.25,37
THE SON OF MR. SULEMAN,"Dickey, Eric Jerome",Paperback,9781520000000.0,Dutton Books,,"['Fiction', 'Romance', 'Fiction', 'African American', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781524745240B/the-son-of-mr-suleman,7.95,5.32,1.33,2.25,3
THE SONG OF SOURWOOD MOUNTAIN,"Gabhart, Ann H.",Paperback,9780800000000.0,Revell,,"['Fiction', 'Romance', 'Fiction', 'Historical', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9780800741730B/the-song-of-sourwood-mountain,8.43,5.46,1.04,3.0,43
SONGS IN URSA MAJOR,"Brodie, Emma",Hardcover,9780590000000.0,Knopf,,"['Fiction', 'Biographical', 'Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780593318621B/songs-in-ursa-major,9.54,6.44,1.32,2.63,50
SOPHIE VALROUX'S PARIS STARS,"Verant, Samantha",Paperback,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Family Life', 'Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780593097748B/sophie-valrouxs-paris-stars,8.25,5.49,1.13,1.25,38
"SOUL TAKEN (MERCY THOMPSON, BK. 13 )","Briggs, Patricia",Hardcover,9780440000000.0,Ace Books,,"['Fiction', 'Fantasy', 'Fiction', 'Action & Adventure', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780440001614B/soul-taken-mercy-thompson-bk-13,8.92,5.85,1.34,3.75,904
"SOUL TAKEN (MERCY THOMPSON, BK. 13)","Briggs, Patricia",Pocket Books,9780440000000.0,Ace Books,,"['Fiction', 'Fantasy', 'Fiction', 'Action & Adventure', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780440001652B/soul-taken-mercy-thompson-bk-13,6.83,4.11,1.07,2.25,58
"SPARKLE OF SILVER (GEORGIA COAST ROMANCE, BK. 1)","Johnson, Liz",Paperback,9780800000000.0,Revell,,"['Fiction', 'Contemporary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780800729622B/sparkle-of-silver-georgia-coast-romance-bk-1,8.47,5.42,0.85,2.25,2
"SPECULATIONS IN SIN (BELOW STAIRS, BK. 7)","Ashley, Jennifer",Paperback,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Mystery & Detective', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780593549919B/speculations-in-sin-below-stairs-bk-7,7.98,5.14,0.78,3.0,65
"SPEED (SEX/LIFE, BK. 2)","Easton, BB",Paperback,9781540000000.0,Forever,,"['Fiction', 'Contemporary', 'Fiction', 'Romance', 'Fiction', 'Coming of Age']",https://www.bookdepot.com/Store/Details/9781538718384B/speed-sexlife-bk-2,7.99,5.17,1.18,1.5,727
"SPELLS FOR THE DEAD (A SOULWOOD NOVEL, BK. 5)","Hunter, Faith",Pocket Books,9780400000000.0,Ace Books,,"['Fiction', 'Fantasy', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780399587962B/spells-for-the-dead-a-soulwood-novel-bk-5,7.37,4.31,1.28,2.5,25
SPIRIT OF THE SEASON,"Michaels, Fern",Paperback,9781500000000.0,Kensington Publishing Corporation,,"['Fiction', 'Romance', 'Fiction', 'Holidays']",https://www.bookdepot.com/Store/Details/9781496736635B/spirit-of-the-season,8.23,5.51,0.83,3.0,18
"A SPOT OF TROUBLE (TURTLE BEACH, BK. 1)","Wilson, Teri",Paperback,9781730000000.0,Sourcebooks,,"['Fiction', 'Romance', 'Fiction', 'Humorous', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781728214795B/a-spot-of-trouble-turtle-beach-bk-1,8.21,5.47,0.8,1.88,595
SPRING,"Szalay, David",Paperback,9781560000000.0,Graywolf Press,,"['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781555976026B/spring,8.2,5.29,0.82,2.5,10
"A SPRINGTIME HEART (THE PROMISE GLEN SERIES, BK. 2)","Perry, Marta",Pocket Books,9781980000000.0,Berkley Publishing Group,,"['Fiction', 'Religious', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781984803214B/a-springtime-heart-the-promise-glen-series-bk,6.73,4.13,1.01,2.5,29
THE STAND-UP GROOMSMAN,"Lau, Jackie",Paperback,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Contemporary', 'Fiction', 'Cultural Heritage']",https://www.bookdepot.com/Store/Details/9780593334324B/the-stand-up-groomsman,8.11,5.44,1.07,3.0,62
"STAR (44 CHAPTERS, BK. 3)","Easton, BB",Paperback,9781540000000.0,Forever,,"['Fiction', 'Contemporary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781538718445B/star-44-chapters-bk-3,7.93,5.18,1.16,1.5,2
STAR EATER,"Hall, Kerstin",Paperback,9781250000000.0,Tor Books,,"['Fiction', 'Fantasy', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781250625335B/star-eater,8.21,5.41,1.34,3.25,49
THE STAR-CROSSED SISTERS OF TUSCANY,"Spielman, Lori Nelson",Paperback,9781980000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9781984803160B/the-star-crossed-sisters-of-tuscany,8.19,5.49,1.18,2.75,3
STARFISH PIER (HOPE HARBOR),"Hannon, Irene",Paperback,9780800000000.0,Revell,,"['Fiction', 'Contemporary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780800736149B/starfish-pier-hope-harbor,8.5,5.5,1.0,2.75,2
THE STARS WE SHARE,"Posey, Rafe",Paperback,9781980000000.0,Penguin Books,,"['Fiction', 'Historical', 'Fiction', 'Sagas', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781984879646B/the-stars-we-share,8.24,5.5,0.96,1.5,64
THE STARS WE SHARE,"Posey, Rafe",Hardcover,9781980000000.0,Viking Books,,"['Fiction', 'Romance', 'Fiction', 'Historical', 'Fiction', 'Literary']",https://www.bookdepot.com/Store/Details/9781984879622B/the-stars-we-share,9.3,6.24,1.3,2.62,25
STARS IN AN ITALIAN SKY (LARGE PRINT),"Santopolo, Jill",Paperback,9780590000000.0,Random House Large Print,,"['Fiction', 'Contemporary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780593676684B/stars-in-an-italian-sky-large-print,9.15,6.09,1.1,5.0,427
"STARTING OVER AT BLUEBERRY CREEK (SWEETWATER SPRINGS, BK. 4)","Rains, Annie",Pocket Books,9781540000000.0,Forever,,"['Fiction', 'Romance', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9781538700860B/starting-over-at-blueberry-creek-sweetwater-s,6.78,4.27,1.14,1.37,682
STARTING OVER ON BLACKBERRY LANE (LIFE IN ICICLE FALLS BK. 10),"Roberts, Sheila",Hardcover,9780780000000.0,Mira,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780778330592B/starting-over-on-blackberry-lane-life-in-icic,9.74,6.78,1.12,3.0,7
"STEADFAST MERCY (AMISH MERCIES, BK. 3)","Reid, Ruth",Paperback,9780720000000.0,Thomas Nelson,,"['Fiction', 'Romance', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9780718082499B/steadfast-mercy-amish-mercies-bk-3,8.36,5.56,0.9,2.75,3
STILETTO SISTERHOOD,"DeMornay, Fallon",Paperback,9781990000000.0,Wattpad Books,,"['Fiction', 'Romance', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9781989365991B/stiletto-sisterhood,8.19,5.26,1.2,2.0,133
"STILL THE ONE (ANIMAL MAGNETISM, BK. 6)","Shalvis, Jill",Paperback,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780593546208B/still-the-one-animal-magnetism-bk-6,8.19,5.43,1.0,1.0,20
"STITCHES IN TIME (THE DEACON'S FAMILY, BK. 2)","Fisher, Suzanne Woods",Paperback,9780800000000.0,Revell,,"['Fiction', 'Romance', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9780800727529B/stitches-in-time-the-deacons-family-bk-2,8.5,5.5,1.0,2.75,44
THE STORIED LIFE OF A. J. FIKRY,"Zevin, Gabrielle",Paperback,9781640000000.0,Algonquin Books,,"['Fiction', 'Family Life', 'Fiction', 'Literary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781643753614B/the-storied-life-of-a-j-fikry,8.3,5.49,0.76,2.87,1000
"STORM ECHO (PSY-CHANGELING TRINITY, BK. 6)","Singh, Nalini",Hardcover,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Fantasy']",https://www.bookdepot.com/Store/Details/9780593440674B/storm-echo-psy-changeling-trinity-bk-6,9.27,6.31,1.44,1.75,972
"STORM ECHO (PSY-CHANGELING TRINITY, BK. 6)","Singh, Nalini",Pocket Books,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Fantasy']",https://www.bookdepot.com/Store/Details/9780593440681B/storm-echo-psy-changeling-trinity-bk-6,7.0,4.5,1.0,1.69,70
A STRANGER'S GAME,"Coble, Colleen",Paperback,9780790000000.0,Thomas Nelson,,"['Fiction', 'Romance', 'Fiction', 'Religious', 'Fiction', 'Movie-TV Tie-In']",https://www.bookdepot.com/Store/Details/9780785228578B/a-strangers-game,8.39,5.45,1.09,3.0,2
"STRANGERS IN PARADISE (A PARADISE, ALASKA ROMANCE, BK. 3)","Dunlop, Barbara",Pocket Books,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780593333006B/strangers-in-paradise-a-paradise-alaska-roman,6.75,4.19,0.96,1.12,50
STRAWBERRY LANE: A TOUCHING TEXAS LOVE STORY,"Thomas, Jodi",Paperback,9781420000000.0,Zebra Books,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781420155075B/strawberry-lane-a-touching-texas-love-story,8.24,5.49,0.81,3.0,11
"STREET GAME (GHOSTWALKER, BK. 8)","Feehan, Christine",Pocket Books,9780520000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Science Fiction']",https://www.bookdepot.com/Store/Details/9780515147605B/street-game-ghostwalker-bk-8,6.65,4.15,1.36,1.5,32
SUGAR AND SALT,"Wiggs, Susan",Paperback,9780060000000.0,William Morrow & Company,,"['Fiction', 'Contemporary', 'Fiction', 'Romance', 'Fiction', 'Family Life']",https://www.bookdepot.com/Store/Details/9780062914231B/sugar-and-salt,7.87,5.24,1.06,3.25,102
SUGAR AND SALT,"Wiggs, Susan",Pocket Books,9780060000000.0,William Morrow & Company,,"['Fiction', 'Family Life', 'Fiction', 'Contemporary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780062914248B/sugar-and-salt,6.61,4.07,1.23,2.5,217
SUGAR AND SALT (LARGE PRINT EDITION),"Wiggs, Susan",Paperback,9780060000000.0,HarperCollins Publishers,,"['Fiction', 'Family Life', 'Fiction', 'Romance', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9780063211193B/sugar-and-salt-large-print-edition,8.98,5.91,1.42,5.0,97
THE SUITE SPOT,"Doller, Trish",Hardcover,9781250000000.0,St. Martin's Griffin,,"['Fiction', 'Romance', 'Fiction', 'Humorous']",https://www.bookdepot.com/Store/Details/9781250847423B/the-suite-spot,8.56,5.69,1.07,2.12,6
THE SUM OF ALL KISSES,"Quinn, Julia",Pocket Books,9780060000000.0,Avon Books,,"['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780062072924B/the-sum-of-all-kisses,6.74,4.11,1.14,2.5,3
SUMMER DAYS AND SUMMER NIGHTS: TWELVE LOVE STORIES,"Perkins, Stephanie (Edt)",Paperback,9781250000000.0,St. Martin's Griffin,,"['Fiction', 'Short Stories', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781250079138B/summer-days-and-summer-nights-twelve-love-sto,8.32,5.44,1.06,3.0,24
"THE SUMMER DEAL (THE WILDSTONE SERIES, BK. 5)","Shalvis, Jill",Paperback,9780060000000.0,William Morrow & Company,,"['Fiction', 'Family Life', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780062897916B/the-summer-deal-the-wildstone-series-bk-5,8.0,5.5,1.0,1.5,5
THE SUMMER HOUSE,"Hale, Jenny",Pocket Books,9781540000000.0,Forever,,"['Fiction', 'Romance', 'Fiction', 'Family Life', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9781538734391B/the-summer-house,6.73,4.1,0.97,2.0,367
SUMMER AT HOPE HAVEN,"Harper, Kristin",Paperback,9781540000000.0,Forever,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781538724361B/summer-at-hope-haven,6.76,4.09,0.9,1.5,100
SUMMER BY THE RIVER,"Burns, Debbie",Paperback,9781730000000.0,Sourcebooks,,"['Fiction', 'Contemporary', 'Fiction', 'Romance', 'Fiction', 'Animals']",https://www.bookdepot.com/Store/Details/9781728217130B/summer-by-the-river,8.25,5.5,1.0,2.5,2
SUMMER BY THE SEA,"Hale, Jenny",Paperback,9781540000000.0,Forever,,"['Fiction', 'Romance', 'Fiction', 'Contemporary', 'Fiction', 'Humorous']",https://www.bookdepot.com/Store/Details/9781538720585B/summer-by-the-sea,8.35,5.47,1.1,2.25,461
SUMMER IN BAREFOOT BAY: 2 BOOKS IN 1 (BAREFOOT IN THE SUN/BAREFOOT BY THE SEA),"St. Claire, Roxanne",Paperback,9781540000000.0,Forever,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781538707968B/summer-in-barefoot-bay-2-books-in-1-barefoot,8.0,5.23,1.58,3.0,9
"SUMMER IN THE SPOTLIGHT (PRINCE EDWARD ISLAND SHORES, BK. 3)","Johnson, Liz",Paperback,9780800000000.0,Revell,,"['Fiction', 'Romance', 'Fiction', 'Contemporary', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9780800737399B/summer-in-the-spotlight-prince-edward-island,8.5,5.53,1.03,3.0,161
"THE SUMMER OF LOST AND FOUND (THE BEACH HOUSE, BK. 7)","Monroe, Mary Alice",Hardcover,9781980000000.0,Gallery Books,,"['Fiction', 'Romance', 'Fiction', 'Family Life']",https://www.bookdepot.com/Store/Details/9781982148348B/the-summer-of-lost-and-found-the-beach-house,8.82,5.8,1.31,1.88,15
"THE SUMMER OF SECOND CHANCES (SEASHELL HARBOR, BK. 3)","Liasson, Miranda",Paperback,9781540000000.0,Forever,,"['Fiction', 'Contemporary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781538736319B/the-summer-of-second-chances-seashell-harbor,7.92,5.1,1.04,3.0,1
THE SUMMER OF SECRETS,"Wilson, Patricia",Paperback,9781840000000.0,Zaffre Publishing,,"['Fiction', 'Historical', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781838779016B/the-summer-of-secrets,8.0,5.5,1.5,2.0,1
SUMMER ON SUNSHINE BAY,"Mason, Debbie",Paperback,9781540000000.0,Forever,,"['Fiction', 'Family Life', 'Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781538725313B/summer-on-sunshine-bay,8.0,5.22,1.02,1.5,947
"SUNBURST (SKY KING RANCH, BK. 2)","Warren, Susan May",Paperback,9780800000000.0,Revell,,"['Fiction', 'Religious', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780800739836B/sunburst-sky-king-ranch-bk-2,8.44,5.49,1.19,3.0,31
THE SUNFLOWER,"Evans, Richard, Paul",Paperback,9780740000000.0,Simon and Schuster,,"['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780743287029B/the-sunflower,7.07,4.99,1.0,3.0,72
"SUNRISE BY THE SEA (LITTLE BEACH STREET BAKERY, BK. 4)","Colgan, Jenny",Paperback,9780060000000.0,William Morrow & Company,,"['Fiction', 'Contemporary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780063111660B/sunrise-by-the-sea-little-beach-street-bakery,7.03,4.77,1.13,1.0,373
SUNSET BEACH,"Andrews, Mary Kay",Pocket Books,9781250000000.0,St. Martin's Publishing,,"['Fiction', 'Romance', 'Fiction', ""Women's Fiction"", 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781250126122B/sunset-beach,6.72,4.04,1.22,1.13,507
SURRENDER (BITTER CREEK),"Johnston, Joan",Pocket Books,9780400000000.0,Dell,,"['Fiction', 'Romance', 'Fiction', 'Westerns']",https://www.bookdepot.com/Store/Details/9780399177767B/surrender-bitter-creek,6.83,4.19,1.37,1.37,9
"SURRENDERING TO HUNT (WYOMING WILDE, BK. 2)","Ryan, Jennifer",Pocket Books,9780060000000.0,Avon Books,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780063111424B/surrendering-to-hunt-wyoming-wilde-bk-2,6.59,4.06,1.13,1.25,282
"THE SURVIVOR (EVE DUNCAN, BK. 30)","Johansen, Iris",Hardcover,9781540000000.0,Grand Central Publishing,,"['Fiction', 'Suspense', 'Fiction', 'Mystery & Detective', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781538726372B/the-survivor-eve-duncan-bk-30,9.16,6.34,1.4,2.81,946
THE SURVIVOR,"Johansen, Iris",Paperback,9781540000000.0,Grand Central Publishing,,"['Fiction', 'Thrillers', 'Fiction', 'Romance', 'Fiction', 'Mystery & Detective']",https://www.bookdepot.com/Store/Details/9781538726396B/the-survivor,9.06,6.1,0.96,2.44,60
SUSPECTS,"Steel, Danielle",Pocket Books,9781980000000.0,Dell,,"['Fiction', 'Suspense', 'Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781984821706B/suspects,6.83,4.16,1.15,2.5,64
